time,btcopen,btc,ethopen,eth,solopen,sol,dogeopen,doge,aaveopen,aave,linkopen,link,ltcopen,ltc,shibopen,shib
2021-09-05 03:00:00,50155.0,BTC,3892.9,ETH,142.6675,SOL,0.3019215,DOGE,401.88,AAVE,30.0505,LINK,217.025,LTC,7.43e-06,SHIB
2021-09-05 04:00:00,49709.0,BTC,3846.9,ETH,140.65,SOL,0.298138,DOGE,397.07,AAVE,29.6075,LINK,213.315,LTC,7.34e-06,SHIB
2021-09-05 05:00:00,49878.0,BTC,3873.8,ETH,141.1475,SOL,0.299744,DOGE,400.24,AAVE,30.034,LINK,214.445,LTC,7.38e-06,SHIB
2021-09-05 06:00:00,49728.0,BTC,3863.9,ETH,139.3,SOL,0.298626,DOGE,399.0,AAVE,30.0205,LINK,212.78,LTC,7.37e-06,SHIB
2021-09-05 07:00:00,49910.0,BTC,3877.7,ETH,139.86,SOL,0.29932,DOGE,404.06,AAVE,30.172,LINK,214.42,LTC,7.33e-06,SHIB
2021-09-05 08:00:00,49904.0,BTC,3873.0,ETH,139.01,SOL,0.298971,DOGE,412.43,AAVE,30.182,LINK,214.665,LTC,7.35e-06,SHIB
2021-09-05 09:00:00,50217.0,BTC,3920.2,ETH,140.9975,SOL,0.301698,DOGE,419.55,AAVE,30.4735,LINK,218.265,LTC,7.41e-06,SHIB
2021-09-05 10:00:00,50190.0,BTC,3930.6,ETH,141.0925,SOL,0.3003925,DOGE,421.76,AAVE,30.4005,LINK,217.58,LTC,7.4e-06,SHIB
2021-09-05 11:00:00,50061.0,BTC,3922.1,ETH,140.2375,SOL,0.2998715,DOGE,420.28,AAVE,30.303,LINK,216.05,LTC,7.37e-06,SHIB
2021-09-05 12:00:00,50258.0,BTC,3926.5,ETH,140.425,SOL,0.3013945,DOGE,420.99,AAVE,30.393,LINK,217.825,LTC,7.37e-06,SHIB
2021-09-05 13:00:00,50166.0,BTC,3933.4,ETH,139.845,SOL,0.302353,DOGE,424.69,AAVE,30.886,LINK,221.62,LTC,7.38e-06,SHIB
2021-09-05 14:00:00,50238.0,BTC,3930.6,ETH,138.0775,SOL,0.3043625,DOGE,421.09,AAVE,30.775,LINK,225.76,LTC,7.41e-06,SHIB
2021-09-05 15:00:00,50295.0,BTC,3921.3,ETH,137.9675,SOL,0.303226,DOGE,418.96,AAVE,30.8545,LINK,226.08,LTC,7.39e-06,SHIB
2021-09-05 16:00:00,50262.0,BTC,3909.4,ETH,136.3825,SOL,0.303343,DOGE,415.52,AAVE,31.473,LINK,225.19,LTC,7.37e-06,SHIB
2021-09-05 17:00:00,50408.0,BTC,3917.4,ETH,136.8,SOL,0.3064505,DOGE,418.1,AAVE,31.9655,LINK,226.525,LTC,7.36e-06,SHIB
2021-09-05 18:00:00,50352.0,BTC,3929.2,ETH,136.6525,SOL,0.306249,DOGE,423.46,AAVE,32.508,LINK,224.905,LTC,7.38e-06,SHIB
2021-09-05 19:00:00,50409.0,BTC,3924.1,ETH,136.68,SOL,0.3069365,DOGE,420.08,AAVE,32.5195,LINK,224.615,LTC,7.41e-06,SHIB
2021-09-05 20:00:00,50761.0,BTC,3929.1,ETH,137.9875,SOL,0.309676,DOGE,417.03,AAVE,32.864,LINK,223.415,LTC,7.43e-06,SHIB
2021-09-05 21:00:00,51780.0,BTC,3969.9,ETH,138.695,SOL,0.310945,DOGE,421.69,AAVE,33.124,LINK,225.3,LTC,7.49e-06,SHIB
2021-09-05 22:00:00,51807.0,BTC,3954.6,ETH,140.5525,SOL,0.3119185,DOGE,419.87,AAVE,33.152,LINK,226.09,LTC,7.48e-06,SHIB
2021-09-05 23:00:00,51899.0,BTC,3949.7,ETH,143.0775,SOL,0.3132075,DOGE,415.78,AAVE,33.0475,LINK,225.535,LTC,7.45e-06,SHIB
2021-09-06 00:00:00,51874.0,BTC,3952.6,ETH,142.125,SOL,0.3147305,DOGE,416.99,AAVE,33.5355,LINK,232.77,LTC,7.54e-06,SHIB
2021-09-06 01:00:00,51807.0,BTC,3933.5,ETH,140.76,SOL,0.312666,DOGE,419.85,AAVE,33.5185,LINK,228.38,LTC,7.48e-06,SHIB
2021-09-06 02:00:00,51874.0,BTC,3929.6,ETH,140.91,SOL,0.315754,DOGE,417.48,AAVE,33.3205,LINK,227.155,LTC,7.49e-06,SHIB
2021-09-06 03:00:00,51721.0,BTC,3921.4,ETH,141.46,SOL,0.3120575,DOGE,414.77,AAVE,33.0385,LINK,224.76,LTC,7.46e-06,SHIB
2021-09-06 04:00:00,51666.0,BTC,3906.8,ETH,140.9275,SOL,0.3104075,DOGE,412.85,AAVE,33.0705,LINK,224.76,LTC,7.48e-06,SHIB
2021-09-06 05:00:00,51752.0,BTC,3924.5,ETH,141.3625,SOL,0.3106165,DOGE,414.72,AAVE,33.4335,LINK,226.175,LTC,7.47e-06,SHIB
2021-09-06 06:00:00,51843.0,BTC,3933.1,ETH,142.725,SOL,0.3117805,DOGE,414.24,AAVE,33.8665,LINK,227.315,LTC,7.47e-06,SHIB
2021-09-06 07:00:00,51920.0,BTC,3935.7,ETH,145.095,SOL,0.312721,DOGE,416.24,AAVE,34.403,LINK,228.48,LTC,7.47e-06,SHIB
2021-09-06 08:00:00,51861.0,BTC,3946.5,ETH,146.025,SOL,0.3118175,DOGE,417.65,AAVE,34.529,LINK,228.855,LTC,7.49e-06,SHIB
2021-09-06 09:00:00,51741.0,BTC,3961.0,ETH,146.2325,SOL,0.310996,DOGE,417.27,AAVE,34.591,LINK,228.48,LTC,7.46e-06,SHIB
2021-09-06 10:00:00,51918.0,BTC,3958.4,ETH,145.14,SOL,0.3179545,DOGE,421.81,AAVE,34.8555,LINK,230.76,LTC,7.53e-06,SHIB
2021-09-06 11:00:00,51875.0,BTC,3950.0,ETH,144.215,SOL,0.3172265,DOGE,422.76,AAVE,34.631,LINK,231.17,LTC,7.56e-06,SHIB
2021-09-06 12:00:00,51450.0,BTC,3905.6,ETH,142.475,SOL,0.308369,DOGE,415.5,AAVE,33.861,LINK,223.655,LTC,7.37e-06,SHIB
2021-09-06 13:00:00,51405.0,BTC,3905.8,ETH,142.045,SOL,0.3053005,DOGE,405.92,AAVE,33.9715,LINK,221.59,LTC,7.23e-06,SHIB
2021-09-06 14:00:00,51516.0,BTC,3916.8,ETH,146.04,SOL,0.308077,DOGE,409.53,AAVE,35.212,LINK,222.525,LTC,7.29e-06,SHIB
2021-09-06 15:00:00,51749.0,BTC,3941.6,ETH,144.84,SOL,0.3096455,DOGE,412.4,AAVE,36.087,LINK,223.56,LTC,7.27e-06,SHIB
2021-09-06 16:00:00,51661.0,BTC,3927.1,ETH,151.3425,SOL,0.3075665,DOGE,408.71,AAVE,35.6095,LINK,221.4,LTC,7.23e-06,SHIB
2021-09-06 17:00:00,51605.0,BTC,3927.6,ETH,156.1475,SOL,0.3061565,DOGE,409.72,AAVE,35.4245,LINK,221.905,LTC,7.21e-06,SHIB
2021-09-06 18:00:00,51728.0,BTC,3934.2,ETH,157.47,SOL,0.306553,DOGE,411.08,AAVE,35.3575,LINK,222.075,LTC,7.19e-06,SHIB
2021-09-06 19:00:00,51893.0,BTC,3949.6,ETH,156.995,SOL,0.307851,DOGE,412.51,AAVE,35.47,LINK,222.84,LTC,7.24e-06,SHIB
2021-09-06 20:00:00,51781.0,BTC,3939.3,ETH,162.33,SOL,0.3063275,DOGE,409.4,AAVE,35.304,LINK,220.32,LTC,7.21e-06,SHIB
2021-09-06 21:00:00,51974.0,BTC,3953.6,ETH,163.725,SOL,0.307686,DOGE,413.13,AAVE,35.8265,LINK,222.345,LTC,7.22e-06,SHIB
2021-09-06 22:00:00,52153.0,BTC,3955.1,ETH,164.0475,SOL,0.3109805,DOGE,413.0,AAVE,35.659,LINK,222.655,LTC,7.24e-06,SHIB
2021-09-06 23:00:00,52685.0,BTC,3942.0,ETH,162.4,SOL,0.30944,DOGE,411.11,AAVE,35.123,LINK,220.46,LTC,7.3e-06,SHIB
2021-09-07 00:00:00,52746.0,BTC,3928.4,ETH,164.26,SOL,0.3092735,DOGE,408.77,AAVE,34.828,LINK,219.47,LTC,7.22e-06,SHIB
2021-09-07 01:00:00,52557.0,BTC,3898.5,ETH,169.525,SOL,0.3060835,DOGE,404.82,AAVE,34.1585,LINK,216.0,LTC,7.17e-06,SHIB
2021-09-07 02:00:00,52575.0,BTC,3918.7,ETH,170.9325,SOL,0.305865,DOGE,405.29,AAVE,34.4285,LINK,218.4,LTC,7.14e-06,SHIB
2021-09-07 03:00:00,52762.0,BTC,3933.2,ETH,173.7,SOL,0.306752,DOGE,405.47,AAVE,34.8065,LINK,219.91,LTC,7.17e-06,SHIB
2021-09-07 04:00:00,52701.0,BTC,3914.0,ETH,173.4475,SOL,0.3046695,DOGE,402.37,AAVE,34.49,LINK,219.22,LTC,7.15e-06,SHIB
2021-09-07 05:00:00,52571.0,BTC,3917.3,ETH,179.92,SOL,0.305536,DOGE,402.51,AAVE,34.869,LINK,218.98,LTC,7.16e-06,SHIB
2021-09-07 06:00:00,52724.0,BTC,3923.2,ETH,185.88,SOL,0.3056,DOGE,404.39,AAVE,35.1025,LINK,220.5,LTC,7.15e-06,SHIB
2021-09-07 07:00:00,52400.0,BTC,3900.4,ETH,183.55,SOL,0.3000545,DOGE,399.83,AAVE,34.451,LINK,216.85,LTC,7.01e-06,SHIB
2021-09-07 08:00:00,52381.0,BTC,3885.0,ETH,187.7625,SOL,0.298824,DOGE,398.14,AAVE,34.324,LINK,216.905,LTC,7.03e-06,SHIB
2021-09-07 09:00:00,51197.0,BTC,3755.6,ETH,177.745,SOL,0.285792,DOGE,381.09,AAVE,32.918,LINK,209.965,LTC,6.85e-06,SHIB
2021-09-07 10:00:00,50876.0,BTC,3713.2,ETH,181.2175,SOL,0.283242,DOGE,376.25,AAVE,32.099,LINK,205.21,LTC,6.75e-06,SHIB
2021-09-07 11:00:00,51131.0,BTC,3764.2,ETH,186.13,SOL,0.2882085,DOGE,382.54,AAVE,32.709,LINK,207.65,LTC,6.84e-06,SHIB
2021-09-07 12:00:00,50952.0,BTC,3749.1,ETH,182.9975,SOL,0.2849985,DOGE,379.39,AAVE,32.688,LINK,206.84,LTC,6.83e-06,SHIB
2021-09-07 13:00:00,51014.0,BTC,3754.1,ETH,182.3725,SOL,0.2860075,DOGE,377.9,AAVE,32.53,LINK,207.37,LTC,6.85e-06,SHIB
2021-09-07 14:00:00,50593.0,BTC,3728.1,ETH,179.96,SOL,0.28363,DOGE,374.34,AAVE,31.932,LINK,203.54,LTC,6.8e-06,SHIB
2021-09-07 15:00:00,47321.0,BTC,3409.1,ETH,153.3675,SOL,0.24012,DOGE,333.58,AAVE,27.943,LINK,184.005,LTC,5.62e-06,SHIB
2021-09-07 16:00:00,46704.0,BTC,3456.0,ETH,168.6125,SOL,0.251535,DOGE,335.21,AAVE,28.2645,LINK,179.55,LTC,5.64e-06,SHIB
2021-09-07 17:00:00,47454.0,BTC,3563.6,ETH,181.6575,SOL,0.2622795,DOGE,352.53,AAVE,29.409,LINK,185.475,LTC,6.05e-06,SHIB
2021-09-07 18:00:00,46643.0,BTC,3424.1,ETH,173.185,SOL,0.2487395,DOGE,344.16,AAVE,27.9345,LINK,181.515,LTC,5.81e-06,SHIB
2021-09-07 19:00:00,46963.0,BTC,3448.1,ETH,171.07,SOL,0.25011,DOGE,348.08,AAVE,27.8735,LINK,179.91,LTC,5.87e-06,SHIB
2021-09-07 20:00:00,46731.0,BTC,3413.9,ETH,173.77,SOL,0.247245,DOGE,344.61,AAVE,27.678,LINK,177.67,LTC,5.89e-06,SHIB
2021-09-07 21:00:00,46818.0,BTC,3414.9,ETH,169.905,SOL,0.2525145,DOGE,348.45,AAVE,27.988,LINK,177.15,LTC,5.89e-06,SHIB
2021-09-07 22:00:00,46572.0,BTC,3375.4,ETH,167.58,SOL,0.253268,DOGE,342.19,AAVE,27.546,LINK,174.385,LTC,5.82e-06,SHIB
2021-09-07 23:00:00,46806.0,BTC,3438.1,ETH,172.5275,SOL,0.2535575,DOGE,348.78,AAVE,28.2205,LINK,178.18,LTC,6.01e-06,SHIB
2021-09-08 00:00:00,46890.0,BTC,3435.6,ETH,173.515,SOL,0.25537,DOGE,347.0,AAVE,28.2265,LINK,178.315,LTC,5.97e-06,SHIB
2021-09-08 01:00:00,47058.0,BTC,3459.4,ETH,174.1325,SOL,0.2614445,DOGE,349.33,AAVE,28.783,LINK,179.07,LTC,6.06e-06,SHIB
2021-09-08 02:00:00,47218.0,BTC,3523.9,ETH,179.3775,SOL,0.2600845,DOGE,352.36,AAVE,28.96,LINK,181.305,LTC,5.97e-06,SHIB
2021-09-08 03:00:00,47088.0,BTC,3496.3,ETH,174.6575,SOL,0.2597095,DOGE,347.83,AAVE,28.662,LINK,180.625,LTC,6e-06,SHIB
2021-09-08 04:00:00,46474.0,BTC,3430.8,ETH,173.125,SOL,0.2548175,DOGE,336.7,AAVE,28.05,LINK,178.505,LTC,5.94e-06,SHIB
2021-09-08 05:00:00,46463.0,BTC,3440.0,ETH,171.4875,SOL,0.255831,DOGE,338.68,AAVE,28.1,LINK,182.39,LTC,5.96e-06,SHIB
2021-09-08 06:00:00,46095.0,BTC,3411.3,ETH,161.5325,SOL,0.2523585,DOGE,332.65,AAVE,27.3435,LINK,179.205,LTC,5.9e-06,SHIB
2021-09-08 07:00:00,45178.0,BTC,3296.9,ETH,160.69,SOL,0.242382,DOGE,322.25,AAVE,25.9325,LINK,172.5,LTC,5.6e-06,SHIB
2021-09-08 08:00:00,45099.0,BTC,3260.0,ETH,152.5275,SOL,0.240542,DOGE,316.94,AAVE,25.6,LINK,171.99,LTC,5.55e-06,SHIB
2021-09-08 09:00:00,45991.0,BTC,3361.4,ETH,161.9925,SOL,0.2445605,DOGE,327.63,AAVE,26.825,LINK,177.69,LTC,5.79e-06,SHIB
2021-09-08 10:00:00,46257.0,BTC,3372.8,ETH,166.0,SOL,0.247183,DOGE,332.24,AAVE,27.2335,LINK,181.905,LTC,5.86e-06,SHIB
2021-09-08 11:00:00,46460.0,BTC,3394.3,ETH,163.825,SOL,0.2465115,DOGE,333.08,AAVE,26.999,LINK,181.84,LTC,5.85e-06,SHIB
2021-09-08 12:00:00,46410.0,BTC,3407.4,ETH,160.7675,SOL,0.2472405,DOGE,333.57,AAVE,27.0145,LINK,182.535,LTC,5.86e-06,SHIB
2021-09-08 13:00:00,46270.0,BTC,3406.3,ETH,160.85,SOL,0.24905,DOGE,333.93,AAVE,27.1005,LINK,182.48,LTC,5.94e-06,SHIB
2021-09-08 14:00:00,46328.0,BTC,3405.9,ETH,156.955,SOL,0.248527,DOGE,336.62,AAVE,27.125,LINK,182.77,LTC,5.98e-06,SHIB
2021-09-08 15:00:00,45839.0,BTC,3374.6,ETH,156.71,SOL,0.2451995,DOGE,331.8,AAVE,26.65,LINK,178.9,LTC,5.98e-06,SHIB
2021-09-08 16:00:00,46078.0,BTC,3420.3,ETH,166.395,SOL,0.2527115,DOGE,335.04,AAVE,27.034,LINK,181.045,LTC,7.37e-06,SHIB
2021-09-08 17:00:00,46424.0,BTC,3490.2,ETH,172.34,SOL,0.2588075,DOGE,339.71,AAVE,27.662,LINK,182.93,LTC,7.47e-06,SHIB
2021-09-08 18:00:00,46218.0,BTC,3479.3,ETH,174.3,SOL,0.255745,DOGE,336.68,AAVE,27.48,LINK,181.26,LTC,7.12e-06,SHIB
2021-09-08 19:00:00,46518.0,BTC,3538.6,ETH,182.985,SOL,0.25857,DOGE,340.17,AAVE,27.8355,LINK,183.645,LTC,6.91e-06,SHIB
2021-09-08 20:00:00,46459.0,BTC,3523.4,ETH,194.7225,SOL,0.2569365,DOGE,336.36,AAVE,27.454,LINK,182.38,LTC,7.01e-06,SHIB
2021-09-08 21:00:00,46055.0,BTC,3471.7,ETH,189.0525,SOL,0.251207,DOGE,329.6,AAVE,27.0775,LINK,179.745,LTC,6.81e-06,SHIB
2021-09-08 22:00:00,46054.0,BTC,3459.7,ETH,193.3775,SOL,0.250318,DOGE,327.56,AAVE,26.9695,LINK,178.38,LTC,6.75e-06,SHIB
2021-09-08 23:00:00,46620.0,BTC,3536.3,ETH,191.9575,SOL,0.2567635,DOGE,335.39,AAVE,27.7125,LINK,181.92,LTC,6.84e-06,SHIB
2021-09-09 00:00:00,46057.0,BTC,3498.4,ETH,190.9625,SOL,0.2566525,DOGE,330.79,AAVE,27.147,LINK,179.815,LTC,6.7e-06,SHIB
2021-09-09 01:00:00,46353.0,BTC,3515.4,ETH,209.855,SOL,0.257802,DOGE,335.17,AAVE,27.4735,LINK,182.085,LTC,6.78e-06,SHIB
2021-09-09 02:00:00,46118.0,BTC,3493.2,ETH,207.7575,SOL,0.2531945,DOGE,331.31,AAVE,26.8305,LINK,179.1,LTC,7.1e-06,SHIB
2021-09-09 03:00:00,45744.0,BTC,3446.0,ETH,208.895,SOL,0.250141,DOGE,327.14,AAVE,26.634,LINK,177.735,LTC,6.89e-06,SHIB
2021-09-09 04:00:00,46009.0,BTC,3469.7,ETH,211.0525,SOL,0.2524195,DOGE,331.63,AAVE,26.976,LINK,179.825,LTC,7.11e-06,SHIB
2021-09-09 05:00:00,46178.0,BTC,3484.7,ETH,207.91,SOL,0.2526705,DOGE,334.7,AAVE,27.249,LINK,180.88,LTC,6.94e-06,SHIB
2021-09-09 06:00:00,46319.0,BTC,3506.6,ETH,210.09,SOL,0.2569355,DOGE,339.4,AAVE,28.1465,LINK,183.845,LTC,7.1e-06,SHIB
2021-09-09 07:00:00,46157.0,BTC,3487.6,ETH,206.265,SOL,0.255271,DOGE,337.76,AAVE,27.7805,LINK,182.73,LTC,6.98e-06,SHIB
2021-09-09 08:00:00,46282.0,BTC,3500.1,ETH,207.5,SOL,0.2563255,DOGE,336.22,AAVE,27.945,LINK,183.265,LTC,7.06e-06,SHIB
2021-09-09 09:00:00,46278.0,BTC,3528.8,ETH,208.0,SOL,0.256974,DOGE,342.74,AAVE,28.189,LINK,184.385,LTC,6.98e-06,SHIB
2021-09-09 10:00:00,46165.0,BTC,3497.9,ETH,212.65,SOL,0.255396,DOGE,339.28,AAVE,27.9675,LINK,183.245,LTC,6.94e-06,SHIB
2021-09-09 11:00:00,46170.0,BTC,3470.3,ETH,207.3875,SOL,0.253995,DOGE,335.96,AAVE,27.763,LINK,181.325,LTC,6.92e-06,SHIB
2021-09-09 12:00:00,46309.0,BTC,3481.6,ETH,206.5675,SOL,0.2543265,DOGE,336.5,AAVE,27.9495,LINK,183.26,LTC,6.99e-06,SHIB
2021-09-09 13:00:00,46700.0,BTC,3492.4,ETH,204.8275,SOL,0.2545505,DOGE,338.44,AAVE,28.0235,LINK,183.905,LTC,6.94e-06,SHIB
2021-09-09 14:00:00,46884.0,BTC,3513.1,ETH,200.015,SOL,0.254991,DOGE,341.05,AAVE,28.063,LINK,186.145,LTC,6.93e-06,SHIB
2021-09-09 15:00:00,46934.0,BTC,3524.5,ETH,201.88,SOL,0.256968,DOGE,345.57,AAVE,28.5245,LINK,186.55,LTC,7.1e-06,SHIB
2021-09-09 16:00:00,47001.0,BTC,3524.3,ETH,201.1725,SOL,0.256202,DOGE,346.26,AAVE,29.18,LINK,186.48,LTC,7.16e-06,SHIB
2021-09-09 17:00:00,47198.0,BTC,3541.2,ETH,200.39,SOL,0.2574445,DOGE,349.95,AAVE,29.7155,LINK,186.885,LTC,7.27e-06,SHIB
2021-09-09 18:00:00,46768.0,BTC,3513.1,ETH,191.0325,SOL,0.2548655,DOGE,344.45,AAVE,29.2265,LINK,184.485,LTC,7.26e-06,SHIB
2021-09-09 19:00:00,46648.0,BTC,3473.8,ETH,189.45,SOL,0.2521,DOGE,342.05,AAVE,28.684,LINK,183.005,LTC,7.51e-06,SHIB
2021-09-09 20:00:00,46581.0,BTC,3464.6,ETH,184.9,SOL,0.252027,DOGE,339.93,AAVE,28.667,LINK,182.005,LTC,7.49e-06,SHIB
2021-09-09 21:00:00,46251.0,BTC,3430.7,ETH,184.39,SOL,0.2512115,DOGE,334.86,AAVE,28.2385,LINK,180.27,LTC,7.33e-06,SHIB
2021-09-09 22:00:00,46490.0,BTC,3458.3,ETH,196.045,SOL,0.254074,DOGE,338.88,AAVE,28.587,LINK,181.8,LTC,7.48e-06,SHIB
2021-09-09 23:00:00,46517.0,BTC,3449.0,ETH,191.0,SOL,0.2532275,DOGE,335.82,AAVE,28.27,LINK,181.4,LTC,7.37e-06,SHIB
2021-09-10 00:00:00,46408.0,BTC,3424.5,ETH,187.7125,SOL,0.2525565,DOGE,330.13,AAVE,28.0065,LINK,180.42,LTC,7.31e-06,SHIB
2021-09-10 01:00:00,46589.0,BTC,3451.6,ETH,188.535,SOL,0.253475,DOGE,333.66,AAVE,28.837,LINK,183.15,LTC,7.44e-06,SHIB
2021-09-10 02:00:00,46911.0,BTC,3501.0,ETH,189.3775,SOL,0.2570615,DOGE,338.86,AAVE,29.421,LINK,186.43,LTC,7.42e-06,SHIB
2021-09-10 03:00:00,46682.0,BTC,3472.8,ETH,192.2775,SOL,0.2565865,DOGE,336.9,AAVE,29.0835,LINK,184.52,LTC,7.45e-06,SHIB
2021-09-10 04:00:00,46730.0,BTC,3465.4,ETH,194.1675,SOL,0.2564195,DOGE,336.27,AAVE,28.848,LINK,183.9,LTC,7.36e-06,SHIB
2021-09-10 05:00:00,46566.0,BTC,3452.9,ETH,190.4275,SOL,0.254549,DOGE,334.41,AAVE,28.6965,LINK,182.94,LTC,7.34e-06,SHIB
2021-09-10 06:00:00,46707.0,BTC,3455.2,ETH,190.775,SOL,0.2561015,DOGE,334.79,AAVE,28.9195,LINK,183.945,LTC,7.23e-06,SHIB
2021-09-10 07:00:00,46372.0,BTC,3417.7,ETH,185.7425,SOL,0.252486,DOGE,331.15,AAVE,28.6235,LINK,181.705,LTC,7.13e-06,SHIB
2021-09-10 08:00:00,46099.0,BTC,3402.1,ETH,180.965,SOL,0.2489685,DOGE,324.21,AAVE,27.991,LINK,179.825,LTC,7.05e-06,SHIB
2021-09-10 09:00:00,45995.0,BTC,3375.2,ETH,180.5775,SOL,0.247106,DOGE,321.81,AAVE,27.558,LINK,179.205,LTC,6.98e-06,SHIB
2021-09-10 10:00:00,46227.0,BTC,3400.0,ETH,182.82,SOL,0.249023,DOGE,324.74,AAVE,27.762,LINK,181.07,LTC,7.04e-06,SHIB
2021-09-10 11:00:00,46244.0,BTC,3404.0,ETH,184.5525,SOL,0.249253,DOGE,323.77,AAVE,27.9555,LINK,181.37,LTC,7.06e-06,SHIB
2021-09-10 12:00:00,46335.0,BTC,3400.3,ETH,184.34,SOL,0.2490415,DOGE,324.84,AAVE,28.002,LINK,181.37,LTC,7.06e-06,SHIB
2021-09-10 13:00:00,45910.0,BTC,3372.7,ETH,179.8075,SOL,0.247512,DOGE,321.0,AAVE,27.531,LINK,181.06,LTC,6.99e-06,SHIB
2021-09-10 14:00:00,45840.0,BTC,3325.0,ETH,177.0625,SOL,0.2442865,DOGE,317.71,AAVE,27.0375,LINK,178.64,LTC,6.9e-06,SHIB
2021-09-10 15:00:00,45161.0,BTC,3252.5,ETH,170.5925,SOL,0.238988,DOGE,308.23,AAVE,26.158,LINK,172.955,LTC,6.69e-06,SHIB
2021-09-10 16:00:00,45421.0,BTC,3297.9,ETH,179.4775,SOL,0.24361,DOGE,316.05,AAVE,26.75,LINK,175.915,LTC,6.88e-06,SHIB
2021-09-10 17:00:00,45469.0,BTC,3295.4,ETH,174.1375,SOL,0.2413975,DOGE,313.78,AAVE,26.652,LINK,175.2,LTC,7.03e-06,SHIB
2021-09-10 18:00:00,45715.0,BTC,3333.4,ETH,178.63,SOL,0.245121,DOGE,318.36,AAVE,27.2045,LINK,176.845,LTC,7.16e-06,SHIB
2021-09-10 19:00:00,45711.0,BTC,3328.0,ETH,180.2875,SOL,0.2442255,DOGE,318.42,AAVE,26.953,LINK,177.335,LTC,7.12e-06,SHIB
2021-09-10 20:00:00,45646.0,BTC,3310.4,ETH,181.7425,SOL,0.2428105,DOGE,320.22,AAVE,26.72,LINK,176.49,LTC,7.11e-06,SHIB
2021-09-10 21:00:00,45066.0,BTC,3248.2,ETH,174.85,SOL,0.239821,DOGE,313.22,AAVE,26.251,LINK,173.4,LTC,6.94e-06,SHIB
2021-09-10 22:00:00,44585.0,BTC,3182.3,ETH,174.1075,SOL,0.239008,DOGE,309.02,AAVE,25.9675,LINK,172.65,LTC,6.88e-06,SHIB
2021-09-10 23:00:00,44466.0,BTC,3172.5,ETH,174.095,SOL,0.236687,DOGE,308.07,AAVE,25.881,LINK,172.31,LTC,6.93e-06,SHIB
2021-09-11 00:00:00,44838.0,BTC,3209.3,ETH,179.5175,SOL,0.2397265,DOGE,312.12,AAVE,26.374,LINK,174.135,LTC,7.01e-06,SHIB
2021-09-11 01:00:00,45213.0,BTC,3241.8,ETH,182.0525,SOL,0.2422065,DOGE,316.7,AAVE,26.7105,LINK,175.57,LTC,7.02e-06,SHIB
2021-09-11 02:00:00,45350.0,BTC,3272.3,ETH,188.7675,SOL,0.2433275,DOGE,319.84,AAVE,27.0765,LINK,176.44,LTC,6.9e-06,SHIB
2021-09-11 03:00:00,45294.0,BTC,3267.1,ETH,185.615,SOL,0.24159,DOGE,318.68,AAVE,26.8855,LINK,176.355,LTC,6.86e-06,SHIB
2021-09-11 04:00:00,45199.0,BTC,3240.3,ETH,181.3275,SOL,0.2404295,DOGE,313.34,AAVE,26.56,LINK,174.815,LTC,6.82e-06,SHIB
2021-09-11 05:00:00,45310.0,BTC,3265.6,ETH,182.52,SOL,0.241738,DOGE,317.74,AAVE,26.98,LINK,176.41,LTC,6.93e-06,SHIB
2021-09-11 06:00:00,45356.0,BTC,3265.1,ETH,180.3275,SOL,0.2412455,DOGE,317.49,AAVE,26.968,LINK,176.465,LTC,6.86e-06,SHIB
2021-09-11 07:00:00,45280.0,BTC,3268.4,ETH,179.825,SOL,0.241223,DOGE,317.84,AAVE,26.9265,LINK,176.735,LTC,6.83e-06,SHIB
2021-09-11 08:00:00,45051.0,BTC,3247.5,ETH,178.655,SOL,0.240323,DOGE,317.63,AAVE,26.894,LINK,175.345,LTC,6.83e-06,SHIB
2021-09-11 09:00:00,45130.0,BTC,3253.0,ETH,178.96,SOL,0.240395,DOGE,320.03,AAVE,26.8055,LINK,176.505,LTC,6.83e-06,SHIB
2021-09-11 10:00:00,45486.0,BTC,3278.6,ETH,184.0375,SOL,0.242149,DOGE,322.67,AAVE,27.0705,LINK,181.815,LTC,6.91e-06,SHIB
2021-09-11 11:00:00,45678.0,BTC,3308.5,ETH,184.13,SOL,0.2451205,DOGE,325.39,AAVE,27.3025,LINK,182.5,LTC,6.92e-06,SHIB
2021-09-11 12:00:00,45572.0,BTC,3293.1,ETH,181.405,SOL,0.244642,DOGE,322.88,AAVE,27.134,LINK,185.18,LTC,6.84e-06,SHIB
2021-09-11 13:00:00,45588.0,BTC,3318.8,ETH,183.04,SOL,0.2465405,DOGE,324.09,AAVE,27.3945,LINK,184.42,LTC,6.9e-06,SHIB
2021-09-11 14:00:00,45636.0,BTC,3323.3,ETH,188.6,SOL,0.2453465,DOGE,323.93,AAVE,27.381,LINK,184.845,LTC,6.85e-06,SHIB
2021-09-11 15:00:00,45687.0,BTC,3327.3,ETH,187.8375,SOL,0.246007,DOGE,326.44,AAVE,27.3765,LINK,184.93,LTC,6.91e-06,SHIB
2021-09-11 16:00:00,45591.0,BTC,3310.4,ETH,188.505,SOL,0.244853,DOGE,325.33,AAVE,27.254,LINK,184.42,LTC,6.92e-06,SHIB
2021-09-11 17:00:00,45861.0,BTC,3326.9,ETH,186.615,SOL,0.2458285,DOGE,336.05,AAVE,27.406,LINK,184.68,LTC,6.94e-06,SHIB
